x,y,z
5.515170684259666167e+00,3.903798508952070367e+00,-5.732955970803972345e-01
5.744119299032298009e+00,3.937864243094827188e+00,-1.038020754174158178e-01
6.093589437037715939e+00,4.056087983086404058e+00,3.333053093004884060e-01
6.459569595469678127e+00,4.205311743431301430e+00,6.837885870275088873e-01
6.736926548559911687e+00,4.321064501989114071e+00,9.381567440005469383e-01
6.850694782040784858e+00,4.347583110268081974e+00,1.130973355292325344e+00
6.778259870022130151e+00,4.255933609149627372e+00,1.323789966584103750e+00
6.555430795684047851e+00,4.054258662339483621e+00,1.578158123557141579e+00
6.264582327869245404e+00,3.786646301288770555e+00,1.928641401284161727e+00
6.008813141898063037e+00,3.520773486652221784e+00,2.365748786002066062e+00
5.880507965080886024e+00,3.328119070531270207e+00,2.835242307665046813e+00
5.934356562339917041e+00,3.262959085109440771e+00,3.254522913829386077e+00
6.173241647410695698e+00,3.346750952873631668e+00,3.540741905363080200e+00
6.551036016049261335e+00,3.562752140352151820e+00,3.641007966252874262e+00
6.990725201117715670e+00,3.862388195400796587e+00,3.554053061695146454e+00
7.411279973232643314e+00,4.181089568779476906e+00,3.335369268959647471e+00
7.753999294536862763e+00,4.458310439882406939e+00,3.083275104101050434e+00
7.999502887452416111e+00,4.655211050872993361e+00,2.909797238052389101e+00
8.169976270259535767e+00,4.764415946483759434e+00,2.905495262645791055e+00
8.316464584494795531e+00,4.809018483242571307e+00,3.109627663269297848e+00
8.496190427892550190e+00,4.831644207372532307e+00,3.495556132895520030e+00
8.748268421735840406e+00,4.877681923024097088e+00,3.976473088991489213e+00
9.076654913065461017e+00,4.978638801569601036e+00,4.429986327143559777e+00
9.446559474496448061e+00,5.141370039043514417e+00,4.733967555722259135e+00
9.795762385645321757e+00,5.346768739307490748e+00,4.802398388922841654e+00
1.005697834805839008e+01,5.558135717048548585e+00,4.609947399994214656e+00
1.018341161817300922e+01,5.736043332537832384e+00,4.197685052177353882e+00
1.016834947948600032e+01,5.854231940224958741e+00,3.658470562396687775e+00
1.005151095996131971e+01,5.910712245722188563e+00,3.107095727270183350e+00
9.909296824486812483e+00,5.929917568699782038e+00,2.645083059458168240e+00
9.831587553462098228e+00,5.954885224712759495e+00,2.331536647517956862e+00
9.892442802398750956e+00,6.031971156944503143e+00,2.169173696972187315e+00
1.012435590168614929e+01,6.193303451785340030e+00,2.109422981129667640e+00
1.050479774251018839e+01,6.443119736567355815e+00,2.074049134354477353e+00
1.095991317070475723e+01,6.752967047284090363e+00,1.985315252949530596e+00
1.138467326156750659e+01,7.067841958701860605e+00,1.794047505715866020e+00
1.167337870644847797e+01,7.321678137541303144e+00,1.495972237411983929e+00
1.153290202690319255e+01,7.837752123975628038e+00,1.193805208364121517e+00
1.137649523085822700e+01,7.820333739118741079e+00,8.263294002245628045e-01
1.102651816725388478e+01,7.655069541374103004e+00,5.262313575393940956e-01
1.056574188011804871e+01,7.388499124568078891e+00,3.336656445225475442e-01
1.009747363999232661e+01,7.091870652832366062e+00,2.443296043974912957e-01
9.714530734359360764e+00,6.840236293344553964e+00,2.087157064720263078e-01
9.472733672598842247e+00,6.690460206797311571e+00,1.485595151334762054e-01
9.377175066801047620e+00,6.665053283694914121e+00,-1.490524979193841304e-02
9.385176893412573662e+00,6.746838441471435743e+00,-3.305794251424674091e-01
9.424294833051828135e+00,6.885920944356229256e+00,-7.957273661141752719e-01
9.418825074754842319e+00,7.016460959403640452e+00,-1.350843896743720185e+00
9.315643346053743556e+00,7.077634999276703809e+00,-1.893717560471136485e+00
9.100706345735853020e+00,7.031947967120878218e+00,-2.308777569832610510e+00
8.800961562445396069e+00,6.875102561279208047e+00,-2.502534554163920788e+00
8.471550399698152489e+00,6.634572370301951239e+00,-2.433639341153917002e+00
8.173285821316694566e+00,6.357853928668136589e+00,-2.127595259641928749e+00
7.948700385861990014e+00,6.094797418161810754e+00,-1.671004426475254823e+00
7.805370719642390043e+00,5.880289591003054817e+00,-1.186823910460830023e+00
7.712602826355471564e+00,5.723272772702975075e+00,-7.982764841334677453e-01
7.612818533025752288e+00,5.605754127954520882e+00,-5.927588166519548452e-01
7.443752521639802389e+00,5.491904496664245627e+00,-5.970899857776117425e-01
7.163656890475893491e+00,5.343792771884941395e+00,-7.717450933504037547e-01
6.770475708179237273e+00,5.137970896309497881e+00,-1.025549999329020912e+00
6.307845303897659406e+00,4.876816104897863546e+00,-1.245717806407827810e+00
5.855180161597735022e+00,4.590358314741742163e+00,-1.333262797336248751e+00
5.504540391284315604e+00,4.327649444136690171e+00,-1.232316318978630365e+00
5.331601636753996232e+00,4.140427368193993374e+00,-9.441550111742602613e-01
5.370277346892661896e+00,4.064618437324525324e+00,-5.220291167257040676e-01
5.599588603429616285e+00,4.106138673972325570e+00,-4.934955593507295291e-02
5.947517977258963029e+00,4.236157576604806962e+00,3.907240917160509364e-01
6.311080866455835547e+00,4.397893580491847310e+00,7.435857908374066128e-01
6.586521653769309204e+00,4.523145459550018899e+00,9.996801205126228940e-01
6.700166791114193998e+00,4.553428649228483671e+00,1.193805208364121295e+00
6.630174628083589816e+00,4.458912058443918802e+00,1.387930296215619697e+00
6.412321859501094679e+00,4.248921983096509258e+00,1.644024625890835534e+00
6.128107100207046187e+00,3.970428751663585221e+00,1.996886325012190877e+00
5.879137236711581949e+00,3.694795351499371883e+00,2.436959972663315099e+00
5.756117593249713948e+00,3.496871755765156298e+00,2.909639533453945326e+00
5.812365476097914652e+00,3.433004861137367136e+00,3.331765427902502630e+00
6.050103161601937174e+00,3.524878205639355500e+00,3.619926735706872734e+00
6.423442800724858515e+00,3.754185233616248230e+00,3.720873214064492451e+00
6.856421671236635262e+00,4.069610493043711585e+00,3.633328223136071955e+00
7.269542866102714385e+00,4.403615873831832062e+00,3.413160416057263724e+00
7.605650853151168178e+00,4.693418405946073513e+00,3.159355510078647455e+00
7.846471731066463562e+00,4.899321175170566534e+00,2.984700402505855443e+00
8.014563790982846214e+00,5.014603932528089558e+00,2.980369233380197436e+00
8.160562911870371750e+00,5.064119523596905204e+00,3.185886900861708781e+00
8.340703596634522654e+00,5.092571183419783765e+00,3.574434327189075056e+00
8.592911099629247929e+00,5.146870138880800027e+00,4.058614843203494971e+00
8.920170270524101497e+00,5.258846835578623313e+00,4.515205676370171339e+00
9.287255085265222476e+00,5.434299374585028097e+00,4.821249757882160480e+00
9.632158737917754010e+00,5.652033058935860055e+00,4.890144970892164267e+00
9.888333322457306451e+00,5.872990065340886190e+00,4.696387986560853101e+00
1.000993563776322404e+01,6.056014915907962148e+00,4.281327977199381074e+00
9.991041181665782034e+00,6.174470527091729721e+00,3.738454313471965662e+00
9.871681697533571054e+00,6.227611164386540388e+00,3.183337782842417862e+00
9.727965782721160082e+00,6.242439908094295831e+00,2.718189841870711554e+00
9.648978197283859970e+00,6.265107122489470548e+00,2.402515666520183224e+00
9.707778425977725334e+00,6.344602354982361803e+00,2.239050901594766607e+00
9.936048144598771614e+00,6.514283322501093210e+00,2.178894710256216172e+00
1.031098254093199884e+01,6.777701845569803041e+00,2.143280812330752738e+00
1.075916175542955777e+01,7.103890420855725196e+00,2.053944772205696268e+00
1.117663572539881400e+01,7.434178262443831287e+00,1.861379059188850382e+00
1.145912964041021098e+01,7.698740897913829428e+00,1.561281016503679897e+00
1.130207466113933990e+01,8.211437896009515569e+00,1.256637061435917246e+00
1.114526431760124581e+01,8.188967965553409556e+00,8.867366559346575583e-01
1.079837726943758369e+01,8.011629867095416913e+00,5.846585729136913878e-01
1.034321808104261464e+01,7.728864201101700360e+00,3.908223155252343872e-01
9.881471604912150042e+00,7.415620206864726782e+00,3.008968381572515449e-01
9.504148433136110796e+00,7.150342663667952792e+00,2.650479605105713343e-01
9.265611720402969098e+00,6.992007609764595344e+00,2.044948599345184359e-01
9.170273400785630358e+00,6.963424299211371959e+00,3.995155805785310932e-02
9.175738165147716785e+00,7.045961453173747557e+00,-2.778054286118398775e-01
9.210697262909167904e+00,7.187129369019146452e+00,-7.460224055459159231e-01
9.201066717014917629e+00,7.318292902765963781e+00,-1.304801582928767800e+00
9.095321246208202481e+00,7.376577782181414022e+00,-1.851257115240878992e+00
8.880517387342790059e+00,7.323816121029917525e+00,-2.269055681485159237e+00
8.583902915424920010e+00,7.156536424474972513e+00,-2.464091070170212561e+00
8.260087007165617834e+00,6.904123366460349409e+00,-2.394741288048452432e+00
7.968751917740108048e+00,6.616286055946019040e+00,-2.086677934366263365e+00
7.751113545503174329e+00,6.344523619491012845e+00,-1.627074524847754056e+00
7.613691694341934380e+00,6.124175221078418829e+00,-1.139699396356227634e+00
7.525322356694295500e+00,5.963267262899413446e+00,-7.485883425902635224e-01
7.428644956451410764e+00,5.841876623217654441e+00,-5.417146740242677616e-01
7.262147123903395673e+00,5.721986832865469275e+00,-5.460744201092848638e-01
6.985025547561381387e+00,5.564115371052499093e+00,-7.218818982698782527e-01
6.595953133082142372e+00,5.344606112790939889e+00,-9.773614034786817228e-01
6.138757283768953243e+00,5.067230490965762613e+00,-1.198981872943285065e+00
5.692387527700125460e+00,4.764712571363072691e+00,-1.287104483811124744e+00
5.347914735774097039e+00,4.489314309069580844e+00,-1.185491962792526444e+00
5.179840421818319385e+00,4.295481959609546152e+00,-8.954293729685756098e-01
5.221149030678555292e+00,4.220433345869027519e+00,-4.705183010816258449e-01
5.450546592933577017e+00,4.269457274042313344e+00,5.279989134555629349e-03
5.796487843760568914e+00,4.411270292005247562e+00,4.482572331079819339e-01
6.157155162937872461e+00,4.585488226820009672e+00,8.034471060186991753e-01
6.430316277663012059e+00,4.720213191644015538e+00,1.061231140491683655e+00
6.543697302043242736e+00,4.754274380328354255e+00,1.256637061435917024e+00
6.476266523219112337e+00,4.656968104419388688e+00,1.452042982380150393e+00
6.263724040863134945e+00,4.438808749958781164e+00,1.709827016853134429e+00
5.986580607760631167e+00,4.149630048423171402e+00,2.065016889763851449e+00
5.744806687370635601e+00,3.864443000143009233e+00,2.507994133737277309e+00
5.627294415822058582e+00,3.661422180674710258e+00,2.983792423953459227e+00
5.685904826807096413e+00,3.598944061988991638e+00,3.408703495840409659e+00
5.922188165160107154e+00,3.698894743455698020e+00,3.698766085664360492e+00
6.290555423895620279e+00,3.941405093633314038e+00,3.800378606682959237e+00
6.716202903030077387e+00,4.272444780559465194e+00,3.712255995815120890e+00
7.121284082823796879e+00,4.621550091302575325e+00,3.490635526350516216e+00
7.450279781397146195e+00,4.923747855178285171e+00,3.235156021141713190e+00
7.686059740489069370e+00,5.138521171537318466e+00,3.059348542981119579e+00
7.851532366624706327e+00,5.259822037460254229e+00,3.054988796896101810e+00
7.996856685158319600e+00,5.314255938320015638e+00,3.261862465462096239e+00
8.177196874422989481e+00,5.348576879123003280e+00,3.652973519228064347e+00
8.429226341995773808e+00,5.411181426358450786e+00,4.140348647719585884e+00
8.754941733719867614e+00,5.534188607172918495e+00,4.599952057238096970e+00
9.118718777207622139e+00,5.722318121832375759e+00,4.908015410920286925e+00
9.458842479531497816e+00,5.952285426933751289e+00,4.977365193042047053e+00
9.709593837584128195e+00,6.182690284229326316e+00,4.782329804356993286e+00
9.826151202079543623e+00,6.370676643981355802e+00,4.364531238112714817e+00
9.803396135267457012e+00,6.489257581315249546e+00,3.818075705800604069e+00
9.681628204143677863e+00,6.538948535713494437e+00,3.259296528417750860e+00
9.536566582570802808e+00,6.549323743040386780e+00,2.791079551483675925e+00
9.456380379400290082e+00,6.569631826525522911e+00,2.473322564813983160e+00
9.513025884136128596e+00,6.651471227933781982e+00,2.308779262937316279e+00
9.737323366925734192e+00,6.829404900492849428e+00,2.248226162361262936e+00
1.010621657546004926e+01,7.106285292685770472e+00,2.212377284714583947e+00
1.054681682558650557e+01,7.448634570080862716e+00,2.122451807346600550e+00
1.095639487917431865e+01,7.794137285937702941e+00,1.928615549958144548e+00
1.123224742631131789e+01,8.069245987338488746e+00,1.626537466937176601e+00
1.105866851584622168e+01,8.577982587231359091e+00,1.319468914507713198e+00
1.090164171229235990e+01,8.550422766343080738e+00,9.471986330878221505e-01
1.055831050672826521e+01,8.361070771553375636e+00,6.431851978373077650e-01
1.010940002803150684e+01,8.062245412849435411e+00,4.481070713627111068e-01
9.654826810407341142e+00,7.732553355733038813e+00,3.576054599323797989e-01
9.283659539694705032e+00,7.453780030280558577e+00,3.215269058901581989e-01
9.048718316749233992e+00,7.286968562668631577e+00,2.605858540366279286e-01
8.953720104858071238e+00,7.255202484127106111e+00,9.498835702286556604e-02
8.956608002412206559e+00,7.338400200786566074e+00,-2.248044333915268922e-01
8.987311114861672223e+00,7.481507573389879262e+00,-6.960211803226830085e-01
8.973477308769631122e+00,7.613141868183748606e+00,-1.258380341118955581e+00
8.865264360071403615e+00,7.668428396553250259e+00,-1.808336901781858685e+00
8.650858870519352095e+00,7.608564523891487852e+00,-2.228812217622125669e+00
8.357779395644511666e+00,7.430919594855960320e+00,-2.425097157981228602e+00
8.040028954611626588e+00,7.166778257870586977e+00,-2.355303066050210781e+00
7.756071131858130130e+00,6.868030087884434920e+00,-2.045266013738751720e+00
7.545737429218437597e+00,6.587781498299265515e+00,-1.582718019580323876e+00
7.414469042182957104e+00,6.361786618448111774e+00,-1.092220378749870768e+00
7.330664047234749070e+00,6.197134131463541529e+00,-6.986035567986168537e-01
7.237252665906900972e+00,6.071969883492806197e+00,-4.904044911310172505e-01
7.073560755151113710e+00,5.946108191560780298e+00,-4.947921692136874050e-01
6.799791969509239919e+00,5.778543311197379850e+00,-6.717260097751098780e-01
6.415359188708842808e+00,5.545437353028249916e+00,-9.288423196970025941e-01
5.964229621949968418e+00,5.251969511769651433e+00,-1.151882665987500332e+00
5.524784931093925877e+00,4.933553011360629625e+00,-1.240569860322339846e+00
5.186982128521706592e+00,4.645637617654737817e+00,-1.138306328753301511e+00
5.024041891326890052e+00,4.445346516043272800e+00,-8.463853674966723695e-01
5.067967078942204218e+00,4.371160198266016650e+00,-4.187519776510275626e-01
5.297170680716143387e+00,4.427725583395457853e+00,6.009465447919248859e-02
5.640673517991118935e+00,4.581312639040232781e+00,5.059099626649886661e-01
5.997965073255659973e+00,4.767961651361547482e+00,8.633754641336474078e-01
6.268481697280066989e+00,4.912118036339732541e+00,1.122811067965354903e+00
6.381456083121304523e+00,4.949964734340109196e+00,1.319468914507712975e+00
6.316702821466442686e+00,4.849951737630713744e+00,1.516126761050071048e+00
6.109800625702551002e+00,4.623784125909625509e+00,1.775562364881778210e+00
5.840160738763142234e+00,4.324135263680550345e+00,2.133027866350436508e+00
5.605973221055567279e+00,4.029619747234381322e+00,2.578843174536232574e+00
5.494184323653495738e+00,3.821684237331388179e+00,3.057689806666452181e+00
5.555116191886935617e+00,3.760689653260576470e+00,3.485323196512098320e+00
5.789636369434298047e+00,3.868700451817901342e+00,3.777244157768727018e+00
6.152514512463200802e+00,4.124288911397670176e+00,3.879507689337766241e+00
6.570212823569066884e+00,4.470740675650062279e+00,3.790820495002927615e+00
6.966652193998911002e+00,4.834714693170851341e+00,3.567780148712429433e+00
7.288039244720006415e+00,5.149098716805435849e+00,3.310663838790537383e+00
7.518423294647065269e+00,5.372594861430422419e+00,3.133729998229114244e+00
7.681039332899240790e+00,5.499843559836495643e+00,3.129342320146443424e+00
7.825501781741358798e+00,5.559193168143499619e+00,3.337541385814041917e+00
8.005822862810086704e+00,5.599417866659199383e+00,3.731158207765299384e+00
8.257362818295368001e+00,5.670359574760264643e+00,4.221655848595747607e+00
8.581114747874041271e+00,5.804390267232862222e+00,4.684203842754177671e+00
8.941094633640767952e+00,6.005131384138087114e+00,4.994240895065637176e+00
9.275958806129853684e+00,6.247209831473268693e+00,5.064034986996654553e+00
9.520908594590515861e+00,6.486903178352210197e+00,4.867750046637551620e+00
9.632212210614870429e+00,6.679685185448361651e+00,4.447274730797285969e+00
9.605574076200447564e+00,6.798247625875489142e+00,3.897318170134384197e+00
9.481515642512153619e+00,6.844382935429871750e+00,3.334959009338108959e+00
9.335268697604558241e+00,6.850233774062257197e+00,2.863742262406955064e+00
9.253966599286972183e+00,6.868127035888671017e+00,2.543949471992562383e+00
9.308359782653457870e+00,6.952240801775618095e+00,2.378351974978798467e+00
9.528358067490204419e+00,7.138316589117355448e+00,2.317410923125267530e+00
9.890678762968121873e+00,7.428494850640339209e+00,2.281332369083047595e+00
1.032306070004804077e+01,7.786795734247744960e+00,2.190830757652715732e+00
1.072413740690111439e+01,8.147288020029538558e+00,1.995752631178119962e+00
1.099292355935244814e+01,8.432742918210223593e+00,1.691739195927603800e+00
1.080289754280758174e+01,8.936934072379699501e+00,1.382300767579509149e+00
1.064584419145228722e+01,8.904253738941548590e+00,1.007717670465469562e+00
1.030653506797195540e+01,8.702968071393897276e+00,7.018154810506485042e-01
9.864503161054075875e+00,8.388246336746991716e+00,5.055253863502383593e-01
9.417751715665925616e+00,8.042302486630656944e+00,4.144615126128986526e-01
9.053273651907961295e+00,7.750204551717397194e+00,3.781588121636827449e-01
8.822261679047612049e+00,7.575014021696466315e+00,3.168391498537732609e-01
8.727724431467242638e+00,7.540063856500465178e+00,1.502128398803934672e-01
8.727999297711090065e+00,7.623828424837490125e+00,-1.715667376117235854e-01
8.754354878003479001e+00,7.768724231389199986e+00,-6.457110281638511751e-01
8.736281573620091834e+00,7.900673747762179566e+00,-1.211563976022246525e+00
8.625702674306277018e+00,7.952856138240168349e+00,-1.764937269709740963e+00
8.411963646155969698e+00,7.885873590385514831e+00,-2.188024886230493404e+00
8.122823491263487128e+00,7.697950160303575373e+00,-2.385529292427309489e+00
7.811605142677629843e+00,7.422256140912335098e+00,-2.315301588469671046e+00
7.535466358959704181e+00,7.112825514304045527e+00,-2.003338358872132741e+00
7.332787851567250215e+00,6.824327172902653338e+00,-1.537916677735237769e+00
7.207911877459990180e+00,6.592891598683266352e+00,-1.044371706246724152e+00
7.128831825092076357e+00,6.424649187887179203e+00,-6.483094482541695847e-01
7.038842412496935985e+00,6.295817121312770048e+00,-4.388168974747668205e-01
6.878192774340579518e+00,6.164062344241563629e+00,-4.432318350278727781e-01
6.608155103902127792e+00,5.986886914504563784e+00,-6.212649182194498465e-01
6.228892342880421928e+00,5.740298123465287006e+00,-8.799786230086978911e-01
5.784459333897363109e+00,5.430894394763151389e+00,-1.104404659318182436e+00
5.352566519192868633e+00,5.096768705790095666e+00,-1.193642843471884873e+00
5.021932585806475835e+00,4.796530958717802662e+00,-1.090743975931761423e+00
4.864391326853402475e+00,4.589945073866912750e+00,-7.970093878175976698e-01
4.910912326591200916e+00,4.516722985572931393e+00,-3.667192260921112723e-01
5.139638308022526303e+00,4.580855898730534115e+00,1.151023520951963697e-01
5.480250427594427265e+00,4.746177611187206935e+00,5.636873915566963378e-01
5.833685131516426203e+00,4.945186074900774997e+00,9.233737305812300677e-01
6.101191896940643566e+00,5.098716413458577179e+00,1.184421138433055187e+00
6.213615890882114634e+00,5.140350109575548387e+00,1.382300767579508927e+00
6.151653486209969657e+00,5.037718830360303102e+00,1.580180396725962666e+00
5.950716822678817408e+00,4.803719061868178208e+00,1.841227804577787452e+00
5.689006286544755042e+00,4.493835125784864992e+00,2.200914143602320738e+00
5.462788529400716797e+00,4.190234383095404525e+00,2.649499183063820595e+00
5.356932611373402153e+00,3.977577077200691757e+00,3.131320761251128015e+00
5.420140569089598515e+00,3.918159641105860125e+00,3.561610922976615079e+00
5.652587538163249548e+00,4.034200076560995996e+00,3.855345511090778832e+00
6.009461870384458670e+00,4.302718630250064180e+00,3.958244378630903171e+00
6.418597918183087003e+00,4.664352524978982117e+00,3.869006194477201621e+00
6.805799697683649896e+00,5.042936926084099269e+00,3.644580158167716188e+00
7.119087478027791960e+00,5.369275769084836725e+00,3.385866453378468588e+00
7.343724657475247497e+00,5.601330965036592779e+00,3.207833370186891742e+00
7.503248435600354149e+00,5.734446673101207814e+00,3.203418432633784896e+00
7.646660866512300814e+00,5.798701403798469656e+00,3.412910983413185662e+00
7.826741365839364306e+00,5.844855246922385561e+00,3.808973241405744670e+00
8.077477003948532186e+00,5.924152622071141572e+00,4.302518212894253402e+00
8.398843411716960361e+00,6.069181937411873839e+00,4.767939894031150594e+00
8.754536419520444923e+00,6.282448026502773786e+00,5.079903123628689343e+00
9.083663643151822953e+00,6.536493934734543210e+00,5.150130827586327342e+00
9.322437894957792182e+00,6.785299283188936492e+00,4.952626421389511258e+00
9.428284697809822035e+00,6.982701127652815920e+00,4.529538804868760593e+00
9.397747020449612521e+00,7.101099375574377426e+00,3.976165511181267043e+00
9.271521292310886508e+00,7.143577425885639265e+00,3.410312563322869472e+00
9.124253445569234344e+00,7.144839442088488646e+00,2.936168272770743215e+00
9.041921073230875905e+00,7.160265359412198549e+00,2.614388695278626162e+00
9.093966688642693086e+00,7.246579084529961357e+00,2.447762385305245036e+00
9.309341439890268077e+00,7.440671768418071430e+00,2.386442722995335330e+00
9.664561896044370215e+00,7.743960228585973660e+00,2.350140022546120200e+00
1.008809100261154867e+01,8.117975064227723081e+00,2.259076148808780715e+00
1.048006666988952773e+01,8.493204398441607239e+00,2.062786054108371125e+00
1.074136720448467486e+01,8.788786251499921320e+00,1.756883864693548292e+00
1.053499362384785698e+01,9.287846249211906269e+00,1.445132620651304878e+00
1.037810609955979047e+01,9.250022692668116164e+00,1.068296050537460129e+00
1.004328471699991709e+01,9.036903945688907314e+00,7.605535689959025403e-01
9.608758116832003537e+00,8.706477004876704839e+00,5.630826029963211798e-01
9.170472538756841985e+00,8.344506480721134878e+00,4.714708935923277444e-01
8.813212937553036141e+00,8.039278892728104253e+00,4.349497979301066852e-01
8.586461857056349345e+00,7.855821476603309428e+00,3.732612396277268374e-01
8.492507222822672119e+00,7.817691051534910507e+00,2.056325141863906136e-01
8.490136668909856965e+00,7.901926647569700535e+00,-1.180828729974983116e-01
8.512059052332503484e+00,8.048455041599206439e+00,-5.950795916623807802e-01
8.489716423216931318e+00,8.180561747344896162e+00,-1.164336682285581626e+00
8.376878229924811237e+00,8.229537897918865141e+00,-1.721039041768477551e+00
8.164076090433036725e+00,8.155431542690511293e+00,-2.146671932028827889e+00
7.879278343134339835e+00,7.957334112191270847e+00,-2.345364514761467234e+00
7.575054067090643883e+00,7.670283974143305983e+00,-2.274714324482566496e+00
7.307169046521989841e+00,7.350419522868698152e+00,-1.960874339846569780e+00
7.112488314864747529e+00,7.053924217917434625e+00,-1.492652705374763356e+00
6.994236383064802887e+00,6.817265179078698445e+00,-9.961385922565078044e-01
6.920036258926784534e+00,6.645595239458613968e+00,-5.976936437167699179e-01
6.833621203871922845e+00,6.513208438306539172e+00,-3.869407963290083519e-01
6.676248268064591151e+00,6.375649950966931101e+00,-3.913822939235265252e-01
6.410318808322007733e+00,6.188963478093445936e+00,-5.704864151548212359e-01
6.036754828692236785e+00,5.929029031214549939e+00,-8.307565285298108559e-01
5.599645825953587952e+00,5.603873575136884000e+00,-1.056532700542622605e+00
5.175927440751192599e+00,5.254255971591740959e+00,-1.146307737106621927e+00
4.852955989819300875e+00,4.941913108609439220e+00,-1.042789835174667834e+00
4.701073232441613570e+00,4.729208704021941045e+00,-7.472881546088585569e-01
4.750164804588075107e+00,4.657052514163239287e+00,-3.144093889954742149e-01
4.978126666141181822e+00,4.728767089614501096e+00,1.703108034793809900e-01
5.315394687810535146e+00,4.905764551282502772e+00,6.215945078895432907e-01
5.664491576551736074e+00,5.117039889758898674e+00,9.834447017693423998e-01
5.928623340215008142e+00,5.279870785492773777e+00,1.246062557646706814e+00
6.040352249709692423e+00,5.325286847766886211e+00,1.445132620651304656e+00
5.981290961142147644e+00,5.220131096035948381e+00,1.644202683655902275e+00
5.786639547629405023e+00,4.978490212907994206e+00,1.906820539533266690e+00
5.533276736408605956e+00,4.658625878748345883e+00,2.268670733413065133e+00
5.315404060858778479e+00,4.346200980370456435e+00,2.719954437823227877e+00
5.215683779017265209e+00,4.129024885819601920e+00,3.204674630298082860e+00
5.281118190289047831e+00,4.071276846785783832e+00,3.637553395911467646e+00
5.511181314219457228e+00,4.195303032436045854e+00,3.933055076477276479e+00
5.861540316729102251e+00,4.476580816012136310e+00,4.036572978409232348e+00
6.261507076382637038e+00,4.853139350425344389e+00,3.946797941845233915e+00
6.638882869303210477e+00,5.246048833397978228e+00,3.721021769832421278e+00
6.943587636939961172e+00,5.584088724728134778e+00,3.460751656457431658e+00
7.162131830303839486e+00,5.824523231943417478e+00,3.281647535226136725e+00
7.318329686804287526e+00,5.963414585124404255e+00,3.277206037631617885e+00
7.460503256765920632e+00,6.032555765789607172e+00,3.487958885019377675e+00
7.640119269125867696e+00,6.084654851147919707e+00,3.886403833559120002e+00
7.889733077744443435e+00,6.172313088555601901e+00,4.382917946677370225e+00
8.208290394268578538e+00,6.328297989189231032e+00,4.851139581149179314e+00
8.559207514657318328e+00,6.553981010376806360e+00,5.164979565785176696e+00
8.882123588874369702e+00,6.819829465139877200e+00,5.235629756064077434e+00
9.114353584546067921e+00,7.077553305610909895e+00,5.036937173331437201e+00
9.214546769280856253e+00,7.279389447543437974e+00,4.611304283071087973e+00
9.180099185917486082e+00,7.397476217297281664e+00,4.054601923588194268e+00
9.051834454958346043e+00,7.436200028715495236e+00,3.485344832964990758e+00
8.903713877879875227e+00,7.432815387266738405e+00,3.008348114300109621e+00
8.820439613867003814e+00,7.445724768286156703e+00,2.684632727116221140e+00
8.870045007261591508e+00,7.534159532695009709e+00,2.517004001674883362e+00
9.080475252997016966e+00,7.736129302010439801e+00,2.455315443372502848e+00
9.428072531332428952e+00,8.052316643974281263e+00,2.418794347710282899e+00
9.842120558514441342e+00,8.441779273109379034e+00,2.327182638306289242e+00
1.022440260807334411e+01,8.831466024299405859e+00,2.129711672306708437e+00
1.047780509661984105e+01,9.136936378559418870e+00,1.821969190765149182e+00
1.025520642302819141e+01,9.630279841284497877e+00,1.507964473723100829e+00
1.009867918920176244e+01,9.587298432399993686e+00,1.128935997209579822e+00
9.768809619978251035e+00,9.362467665614975232e+00,8.194035017250033137e-01
9.342410544825854757e+00,9.016554558648097739e+00,6.207839267302972530e-01
8.913229063951632725e+00,8.638811288290959567e+00,5.286393489476661767e-01
8.563711935562050570e+00,8.320672733991351322e+00,4.919058247961374253e-01
8.341550529278171311e+00,8.129075419923406542e+00,4.298584490210026754e-01
8.248300701585909778e+00,8.087773777806475550e+00,2.612546948664147273e-01
8.243256241476045076e+00,8.172382637385787518e+00,-6.434361421284040539e-02
8.260665918905594651e+00,8.320383208538784103e+00,-5.441148304800929036e-01
8.234030712295915322e+00,8.452486878859474473e+00,-1.116683060092859447e+00
8.119044861233170707e+00,8.498158647351299777e+00,-1.676623532755950885e+00
7.907451829649944308e+00,8.416934868562568894e+00,-2.104732157937124981e+00
7.627397460383454231e+00,8.208785755832913367e+00,-2.304580455316908250e+00
7.330623531719394848e+00,7.910596930302578045e+00,-2.233519321365093901e+00
7.071418911585195310e+00,7.580567292895658227e+00,-1.917853856068900020e+00
6.885069735938241564e+00,7.276343909357328776e+00,-1.446908765121636131e+00
6.773665548455793939e+00,7.034689788488837081e+00,-9.475066295862764054e-01
6.704494306208884424e+00,6.859762276649094659e+00,-5.467440874213786994e-01
6.621802055732413095e+00,6.723940988885015457e+00,-3.347653756892945420e-01
6.467937799684039923e+00,6.580678694912403870e+00,-3.392327076846479716e-01
6.206491591014490439e+00,6.384597363919676916e+00,-5.193786053799851476e-01
5.839152373056538003e+00,6.111477811473399413e+00,-7.811626050717379588e-01
5.409990611753570988e+00,5.770782648013513594e+00,-1.008252026051283279e+00
4.995063553862048700e+00,5.405918247416575007e+00,-1.098549247808498164e+00
4.680241794722186377e+00,5.081709844222348949e+00,-9.944292239761745034e-01
4.534271046169833674e+00,4.863075288898853543e+00,-6.972087292715156703e-01
4.585903463472309483e+00,4.792086180155509467e+00,-2.618120824016885173e-01
